	Acholeplasmataceae	Acidaminococcaceae	Actinomycetaceae	Aerococcaceae	Akkermansiaceae	Anaerofustaceae	Anaerovoracaceae	Atopobiaceae	Bacillaceae	Bacteroidaceae	Barnesiellaceae	Bifidobacteriaceae	Burkholderiaceae	Butyricicoccaceae	Campylobacteraceae	Carnobacteriaceae	Caulobacteraceae	Chloroplast	Christensenellaceae	Clostridia_UCG-014	Clostridia_vadinBB60_group	Clostridiaceae	Comamonadaceae	Coriobacteriaceae	Coriobacteriales_Incertae_Sedis	Corynebacteriaceae	Defluviitaleaceae	Desulfovibrionaceae	Dysgonomonadaceae	Eggerthellaceae	Elusimicrobiaceae	Enterobacteriaceae	Enterococcaceae	Erysipelatoclostridiaceae	Erysipelotrichaceae	Eubacteriaceae	Family_XI	Fusobacteriaceae	Gastranaerophilales	Gemellaceae	Hafniaceae	Hyphomonadaceae	Izemoplasmatales	Lachnospiraceae	Lactobacillaceae	Leptotrichiaceae	Marinifilaceae	Micrococcaceae	Monoglobaceae	Moraxellaceae	Morganellaceae	Muribaculaceae	Neisseriaceae	Nocardiaceae	Oscillospiraceae	Oscillospirales	Oxalobacteraceae	P5D1-392	Pasteurellaceae	Peptococcaceae	Peptostreptococcaceae	Porphyromonadaceae	Prevotellaceae	Propionibacteriaceae	Pseudomonadaceae	Puniceicoccaceae	RF39	Rhizobiaceae	Rikenellaceae	Ruminococcaceae	Saccharimonadaceae	Saccharimonadales	Selenomonadaceae	Staphylococcaceae	Streptococcaceae	Succinivibrionaceae	Sutterellaceae	Synergistaceae	Syntrophomonadaceae	Tannerellaceae	UCG-010	Veillonellaceae	Victivallaceae	Weeksellaceae	Xanthomonadaceae	Yersiniaceae	[Clostridium]_methylpentosum_group	[Eubacterium]_coprostanoligenes_group	vadinBE97
MS08	0	0	0.00660131366141862	0	0	0	0	0	0	20.4794754156077	0.00330065683070931	27.5769878205763	0	0.505000495098525	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0209041599278256	0.322364150465943	0.133126492171942	0	6.64532241916141	1.07601412681124	0.612821951568362	1.80105841062371	0	0	0	0	0.00220043788713954	0	0	0	15.3117470376605	0.0363072251378024	0	0	0.0121024083792675	0	0	8.53329812632714	0	0	0	1.08701631624693	0	0	0	0	0	1.07821456469837	0	0	0	0	0	0	0	0	0.0616122608399071	0	0	0	0.00660131366141862	0.0462091956299304	0	0	0	0	0	0	14.6417137010265	0	0	0	0	0	0	0
MS09	0	0.0697973695116365	0.173402839880472	0.0152681745806705	0	0	0.340262176369228	0	0	17.114533121033	1.86489846663904	0.634719828996445	0	0.0981525508757389	0.0141775906820512	0	0	0	1.2530808995136	0	0.00218116779723864	0.798307413789343	0	1.32396885292386	0.091609047484023	0	0.0316269330599603	0.324994001788558	0	0.24101904159487	0	8.47165572447489	0.085065544092307	0.199576853447336	1.07640630793727	0	2.10046458874081	1.40140030972583	0	0	0	0	0	11.6834253059088	0.102514886470216	0	2.01212729295265	0	0.0174493423779091	0	0	0	0	0	7.67225772678692	0	0	0	0.0294457652627217	0.0163587584792898	1.76456474796606	0.0632538661199206	9.62767465701136	0	0	0	0	0	4.69387309965756	17.9586450585644	0	0	0	0	2.0939210853491	0	0.67507143324536	0	0	1.30651951054595	0.0676162017143979	2.13318210569939	0	0	0	0	0	0.340262176369228	0
MS10	0	2.06366161076693	0	0	0.00569678843551948	0.00569678843551948	0.128177739799188	0.230719931638539	0	19.8703980630919	0	5.09862564978993	0	0.0427259132663961	0	0	0	0	1.31310973438724	5.08438367870113	0.10539058605711	0.169479455956704	0	3.31268247525458	0	0	0.032756533504237	0.438652709535	0	0.166631061738945	0	2.75866979990031	0	1.26041444135868	0.357473474328847	0.00569678843551948	0	0	0	0	0	0	0.00712098554439934	16.9251584419284	0	0	0.373139642526526	0	0.0883002207505519	0	0	0	0	0	4.09456668802962	0	0	0.00854518265327921	0.00854518265327921	0.00996937976215908	0.690735597806736	0	0.630919319233782	0	0	0	0	0	6.58263903724275	21.6164637185786	0	0	0	0.00712098554439934	0.0356049277219967	0	1.04536067791782	0	0	0.961333048493912	0.0128177739799188	0.00854518265327921	0.00427259132663961	0	0	0	0	0.528377127394431	0
MS11	0	3.588733414844	0.00452837023955079	0	0.0532083503147217	0	0.161889236063941	0.00339627767966309	0	31.0091473078839	1.30983109179006	2.70456912557171	0	0.107548793189331	0	0	0	0	0.741520626726441	0	0.0396232395960694	0.089435312231128	0	2.32645021056922	0.00339627767966309	0	0.011320925598877	0.639632296336548	0	0.0407553321559571	0	0.136983199746411	0.0124530181587647	0.136983199746411	0.356609156364624	0	0	0.00226418511977539	0	0.00226418511977539	0	0	0.0249060363175293	21.5629669881809	0.00566046279943848	0	0.451704931395191	0	0.118869718788208	0	0	0	0	0	5.91971199565276	0	0	0	0.00226418511977539	0.0430195172757325	0.96793913870398	0	0	0	0	0.0339627767966309	0	0	3.44722184485804	14.9843771226735	0	0	2.20078793642168	0	0.147172032785401	0	1.91210433365032	0.0735860163927003	0	0.0577367205542725	0.0475478875152832	2.8709867318752	0.0441516098356202	0	0	0	0	1.20341439116062	0
MS12	0	0	0.0071754885311775	0	0	0	0.123179219785214	0	0	15.0900523810663	2.44086201535555	6.19244660240618	0	0.126766964050802	0.0406611016766725	0	0	0	0.371929488866034	0	0	1.07512736492143	0	2.73386113037863	0.0215264655935325	0.0023918295103925	0	0.715157023607357	0	0.07653854433256	0	0.0155468918175512	0	0.45923126599536	1.1492740797436	0	0.174603554258652	0.0251142098591212	0	0	0	0	0	13.3368413499486	0	0.0155468918175512	1.47456289315698	0	0.160252577196297	0	0	0	0	0	4.8147528044201	0	0	0	0	0	0.85149130569973	0.0454447606974575	13.851084694683	0	0	0	0	0	4.13068956444785	11.7534502140687	0	0	1.81181085412232	0	0.148293429644335	0	2.68841636968117	0	0	3.70853165586357	0.0275060393695137	9.32335143150996	0.00597957377598125	0	0	0	0	0.999784735344065	0
MR14	0	0	0.0249987500624969	0	2.71319767344966	0.0116660833624985	0.253320667299968	0.00499975001249937	0	15.765878372748	0.544972751362432	5.15474226288686	0	0.128326916987484	0	0	0	0	0.00999950002499875	0	0	0.393313667649951	0	2.17155808876223	0	0.0266653333999967	0.114994250287486	0.226655333899972	2.26488675566222	0.254987250637468	0	4.8330916787494	0.0516640834624935	0.506641334599937	0.384980750962452	0	0	0	0	0	0	0	0	22.6222022232222	0.00833291668749896	0	2.34654933919971	0	0	0	0	0.00666633334999917	0	0	2.33654983917471	0	0	0	0	0	0.734963251837408	0	0	0	0.07999600019999	0	0	0	12.8243587820609	15.622552205723	0.0133326666999983	0	0.0116660833624985	0	1.94323617152476	0	3.32150059163708	0	0	0	0	2.17822442211223	0	0	0	0	0	0	0
MR15	0	0	0.0275583318023149	0.00787380908637569	0	0	0.244088081677646	0	0	32.9650140416262	0.00656150757197974	4.95787512138789	0	0.734888848061731	0	0	0	0	0	0	0	1.46190388703709	0	3.15214823757907	0	0.0131230151439595	0	0.284769428623921	0	0.434371801265059	0	0.0590535681478176	0.0118107136295635	0.784756305608777	0.69289519960106	0.0577412666334217	0.0026246030287919	0.0118107136295635	0	0	0	0	0	24.2185244481772	0.00524920605758379	0	0	0	1.12070549329414	0	0	0	0	0	2.67840739088213	0	0	0.0131230151439595	0.309703157397444	0	0.758510275320858	0	0	0.00393690454318784	0	0	0	0	2.6862811999685	19.0047505314821	0.00524920605758379	0	0.00787380908637569	0	0.102359518122884	0	2.37526574105667	0	0	0.0643027742054014	0	0.683709089000289	0	0	0	0	0	0	0
MR16	0	1.70446203334179	0.0106779140694865	0	0.110783358470923	0	0.117457054764352	0	0	22.8360539768556	2.12090068205176	4.56747774322286	0	0.0787496162624631	0	0	0	0.00400421777605745	0.85823734333498	1.84060543772774	0.224236195459217	0.0627327451582333	0	0.991711269203561	0.0547243096061184	0.00400421777605745	0.00533895703474326	0.233579370270018	0	0.0827538340385206	0	1.20260007207592	0.0373726992432028	0.53256096421564	0.540569399767755	0	0	0	0.628662190841019	0.0133473925868582	0	0	0	20.3467652594066	0.0160168711042298	0	1.80056325996717	0.00266947851737163	0.149490796972811	0	0	0.00400421777605745	0	0	3.29280175117791	0	0.0440463955366319	0	0	0.00800843555211489	0.453811347953177	0	1.12385045581346	0	0.0747453984864057	0	0	0	4.93720051787883	24.2028269777499	0	0	0	0	0.389743863536258	0	0.730102374501141	0	0	0.903618478130297	0.0467158740540036	0.852898386300236	0.014682131845544	0	0	0	0	0.815525687057033	0
MR17	0.00590876861262113	0	0.301347199243678	0	0	0	0.0118175372252423	0	0	0.0216654849129441	0	23.1249507602616	0	0	0	0	0	0	0	0	0	0.449066414559206	0	9.85779563538958	0	0	0	0	0	0.439218466871504	0	1.96958953754038	0.124084140865044	4.43354604900339	1.18175372252423	0	0.0216654849129441	0	0	0.00984794768770188	0	0	0	43.4609627353659	0.0925707082643977	0	0	0.00590876861262113	0	0	0	0	0	0	5.75514062869298	0	0	0.324982273694162	0.0137871267627826	0	2.20594028204522	0	0.0256046639880249	0	0.118175372252423	0	0	0	0	2.0877649097928	0	0	0	0.00393917907508075	0.618451114787678	0	3.2143701252659	0	0	0	0	0.1024186559521	0	0	0	0	0	0	0
MR18	0	0	0.00792979488263904	0	3.2446077394798	0	0.0264326496087968	0	0	22.6977162190738	1.40357369422711	2.04456544724043	0	0.362127299640516	0.00528652992175936	0	0	0.0066081624021992	0.0779763163459505	0	0.0066081624021992	0.90796151406217	0	0	0	0.0171812222457179	0.00528652992175936	0.066081624021992	0	0.219390991753013	0	4.53716430534997	0	3.77986889405794	3.0053922605202	0	0.109695495876507	0.101765700993868	0	0.0171812222457179	0	0	0	18.6072636921125	0	0.00264326496087968	0.367413829562275	0.0290759145696765	0.187671812222457	0	0	0	0.0066081624021992	0.00792979488263904	1.49740960033834	0	0	0.0489004017762741	2.63004863607528	0	4.86492916049905	0.0792979488263904	8.42408543032353	0.129519983083104	0	0	0	0	0.74143582152675	14.3000634383591	0	0	2.19258828504969	0	1.02162190738	0	0.958183548318883	0	0	0.199566504546416	0	0.82073377035314	0	0.00264326496087968	0	0	0	0.132163248043984	0
MR19	0	0	0	0	0.0225347034433027	0	0.058590228952587	0.301965026140256	0	24.9323958896701	0.202812330989724	12.9123850730124	0	0.193798449612403	0	0	0	0	0.198305390301064	0	0	0.522805119884622	0	2.00558860645394	0.103659635839192	0.0180277627546422	0	0.491256535063999	0	0.0676041103299081	0	0.0225347034433027	0.0630971696412475	1.08166576527853	0.347034433026861	0	0.0180277627546422	0.126194339282495	0	0	0	0	0	15.4633135027943	3.29457364341085	0	0.261402559942311	0	0.743645213628989	0	0	0	0	0	1.16279069767442	0	0	0	0.0180277627546422	0.24788173787633	0.748152154317649	0	15.5669731386335	0	0	0	0	0	2.01460248783126	11.3169280692266	0	0	1.60447088516315	0	0.126194339282495	0.00901388137732108	0.743645213628989	0	0	0.685054984676402	0	1.81179015684154	0	0	0	0	0	0	0
MR20	0	0.256161354689101	0.00539287062503371	0	0	0	0.159089683438494	0	0	21.0699455320067	0.463786873752899	3.71299142533571	0	0.39367955562746	0	0	0	0	0.466483309065416	0.186054036563663	0	0.0296607884376854	0	1.06778838375667	0.0566251415628539	0.00808930593755056	0	0.0889823653130561	0	0.129428895000809	0	0	0.663323086879146	3.41638354095885	0.0755001887504719	0	0	0	0	0	0	0	0	23.6234697729601	0.00808930593755056	0	0	0	0.711858922504449	0	0	0	0	0	1.30507469125816	0	0	0	0.107857412500674	0	0.29121501375182	0	16.6316130076039	0	0	0	0	0	2.63172086501645	17.7479372269859	0	0	0	0.00539287062503371	0.194143342501213	0	1.19991371407	0	0	0.641751604379011	0	2.45375613439034	0	0	0	0	0	0	0
MS13	0	0	0.013654927566816	0	0	0	0	0	0	25.1114117953747	0.0868949936070112	18.0369179587125	0.00496542820611492	0.531300818054297	0	0	0	0	0	0	0	3.79731122062639	0	0	0	0	0	0.125377062204402	0	0.403441041746838	0	0.0558610673187929	0	0.328959618655114	1.03156770982038	0	0.00496542820611492	0	0	0.00372407115458619	0	0	0	23.4777859155629	0	0	0.00496542820611492	0	0.495301463559964	0	0	0	0	0	0.249512767357275	0	0	0	0.913638789925146	0	5.27576746899711	0	0.00372407115458619	0	0	0	0	0	0	18.4775997120052	0	0	0	0	0.309097905830654	0	0.949638144419479	0	0	0.0285512121851608	0	0.206065270553769	0	0	0	0	0	0	0
MS14	0	0	0.0119905873888997	0	0.981729342466164	0.00449647027083739	0.0944258756875852	0.0149882342361246	0	25.3316146824743	2.36514336246047	4.01235030501057	0	0.62051289737556	0	0	0	0.00749411711806232	3.67661385812138	0.331239976618355	0.145385872090409	0.00749411711806232	0	1.23652932448028	0.382199973021178	0	0.0179858810833496	0.352223504548929	0	0.125901167583447	0	0.701449362250633	0	0.524588198264362	0.193348221646008	0	0.00449647027083739	0	0	0	0	0	0	20.6343020728728	0	0	1.13760697852186	0.00449647027083739	0.0734423477570108	0	0	0.0299764684722493	0	0	2.82078568323866	0	0	0.00149882342361246	0.151381165784859	0	0.380701149597566	0.00899294054167478	0.00449647027083739	0	0	0	0.275783509944693	0	3.96438795545497	23.0773842533611	0	0	0	0	0.434658792847615	0	1.90650339483505	0	0	1.33844931728593	0.0554564666736612	1.70266340922376	0.0134894108125122	0	0	0	0	0.619014073951948	0
MS15	0	1.15030889218125	0.0153747239538199	0	1.88270483325413	0.00559080871047997	0.262768009392559	0	0	18.3098985268219	0.909904117630615	6.32180694937523	0	0.114611578564839	0	0	0	0	6.36373801470382	2.26567522992201	1.14192267911553	0.533922231850837	0.0181701283090599	2.64025941352417	0.104827663321499	0	0.0167724261314399	0.515752103541777	0	0.252984094149219	0	4.19031112850474	0.0335448522628798	0.880552371900596	2.30620859307299	0	0.00838621306571996	0	0	0	0	0	0.122997791630559	12.0509881754396	0.0601011936376597	0	0.902915606742515	0.00279540435523999	0.279540435523999	0	0	0	0.00279540435523999	0	4.54113437508736	0.0293517457300198	0.0363402566181198	0	0.0139770217761999	0.0950437480781595	1.16009280742459	0.0153747239538199	2.59273753948509	0	0.0363402566181198	0	0.964414502557795	0	2.02806585972661	11.7462891007184	0	0	0	0.0111816174209599	0.668101640902356	0	0.252984094149219	0.181701283090599	0	2.47812596092025	0.420708355463618	1.13353646604981	0.0195678304866799	0	0	0	0.0181701283090599	1.26911357727895	0.0153747239538199
MS16	0	0	0	0	0	0	0	0	0	16.7850819709825	0	22.4069347681129	0	0	0	0	0	0	0	0	0	5.50918580855809	0	0	0	0	0	0	0	0	0	32.0020234071417	0.984111655285001	0	0	0	0	0	0	0.0114966314869743	0	0	0	0.00919730518957945	5.729921133108	0	0	0	0	0	0	0	0	0	0.00689797889218459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0574831574348716	0.434572670207629	0	0	0	0	0.547239658779977	0	15.4744659814674	0	0	0	0	0	0	0
MS17	0	2.64661360417989	0.00325536728681413	0	0.0406920910851767	0	0.0537135602324332	0	0	27.1888275794717	1.18658137604375	5.7343294757231	0	0.442729951006722	0	0	0	0	0.462262154727607	0	0	0.0113937855038495	0	1.45677686084933	0.0162768364340707	0	0	0.047202825658805	0	0.252290964728095	0	2.07529664534401	0.13347005875938	1.96298647394892	0.483422042091899	0	0.0048830509302212	0.0683627130230968	0	0	0	0	0	24.1076224425021	0.0406920910851767	0	1.01079154255579	0.0146491527906636	0.170906782557742	0	0	0	0	0.00651073457362827	1.25494408906685	0	0	0.0162768364340707	0.672233344727119	0	0.501326562169377	0	0	0	0	0	0	0	1.20611357976464	19.1496980646842	0	0.0227875710076989	0	0	4.77725149339974	0	1.09380340836955	0	0	0.198577404495662	0	0.297866106743493	0.0113937855038495	0	0.0048830509302212	0	0	1.05473900092778	0
MS18	0	0	0	0	4.4078097167406	0	0.0698543536725926	0	0	26.7716810450211	0	16.7021759631169	0	0.148440501554259	0	0	0	0.00698543536725926	0.0227026649435926	0	0	0.0139708707345185	0	4.03583528343404	0	0.00873179420907408	0	0.263700185114037	0	0.368481715622926	0	0.349271768362963	0.0506444064126297	0.537878523278963	0.740456148929482	0	0	0	0	0	0	0	0	10.3366979847019	11.0247633683769	0	0	0	0.0576298417798889	0	0	0	0	0	1.50536132164437	0	0	0	0.115259683559778	0	1.96116097935804	0	0.0157172295763333	0	0	0	0	0	4.63483636617652	12.589500890643	0	0.00523907652544445	0	0	1.01463448709441	0	1.15608955328141	0	0	0.0296881003108519	0	0.918584750794593	0	0	0	0	0	0	0
MS19	0.00585522945180414	1.19446680816805	0.00585522945180414	0	4.86130425236039	0	0.698236112127644	0	0	5.55514894239918	0.291297665227256	3.02422601185684	0	0.0263485325331186	0.0512332577032862	0	0	0	5.02964209909976	6.23581936617141	1.12274024738344	1.8326868184147	0	0.547463953743687	0.0351313767108249	0.00585522945180414	0.04245041352558	1.03344799824343	0	0.777281709727	0	0.235672985435117	0	3.9639903388714	4.67832833199151	0	0.118568396399034	0.245919636975774	0.2122520676279	0	0	0	0.118568396399034	9.38446900387908	0	0	0.505013540218107	0	0.15516358047281	0	0	0.0995389006806704	0.00585522945180414	0	4.20112713166947	0	0.105394130132475	0	0	0.0541608724291883	3.36822074215033	0.081973212325258	3.3272341359877	0	0	0.851935885237503	5.84059137817463	0	8.8399326648613	5.90207128741857	0	0.00439142208885311	0	0	0.0322037619849228	0.235672985435117	0.241528214886921	0.182975920368879	0	0.351313767108248	0.91927102393325	0.0248847251701676	0.0102466515406572	0	0	0	0	2.51189343482398	1.08760887067262
MS20	0	0.424378937746874	0.0130578134691346	0	1.85203321037226	0	0.0413497426522595	0	0	11.5518123156944	1.3112221025256	10.2188271907202	0	0.480962796113124	0	0	0	0.0065289067345673	0.212189468873437	0.0217630224485577	0.910782489472138	0.0141459645915625	0	2.38087465587221	0.188250144180024	0	0	0.171927877343605	0	0.183897539690312	0	0.0979336010185095	0	0.577808246009206	0.0587601606111057	0	0.0108815112242788	0	0	0	0	0	0	16.8162874460005	0.00761705785699518	0	0.759529483454662	0.00326445336728365	0.384117346217043	0	0	0	0	0	3.40047225758713	0	0	0	0.352560963666634	0	0.322092732238653	0.0065289067345673	23.2777288109773	0	0	0	0	0	1.66704751955952	14.4408535457404	0.00544075561213941	0	0.00326445336728365	0	0.537546654479374	0	1.83462279241341	0	0	0.0576720094886778	0.346032056932067	3.45705611595338	0	0	0	0	0	1.42656612150295	0
MS21	0	3.11993321328283	0.0614051428532003	0	0.00275978170126743	0.053125797749398	0.513319396435742	0.00206983627595057	0	20.744589103002	1.30606669012481	7.28030412794348	0	0.247690407688752	0	0	0	0	0.146958375592491	0	0	0.640269354694044	0	0	0	0.00413967255190115	0	0.291156969483714	0	0.387059383602757	0	0.0324274349898923	0.0607151974278835	4.91931088250919	2.66594912342434	0	0	0	0	0	0	0	0	30.6349567749191	0.260109425344455	0	0.487791415699018	0.00275978170126743	1.9318471908872	0	0	0	0	0	1.67932716522123	0	0.009659235954436	0.0248380353114069	0.0158687447822877	0.0151787993569709	1.82421570453777	0	0.00551956340253486	0	0	0	0	0	4.17003015061509	12.4176377648528	0	0	0	0	1.54340791643381	0	0.458123762410393	0	0	0.633369900440875	0.00206983627595057	0.594043011197814	0.00620950882785172	0	0	0	0	0.669247062557352	0
HC01	0	1.33935215040429	0	0	0	0	0.297633811200952	0	0	19.0436033533409	1.26163665525737	3.35995502422409	0	0.0066140846933545	0	0	0	0	7.56816641037088	0	0.502670436694942	5.05316070572284	0	0.122360566827058	0.013228169386709	0.0066140846933545	0.0165352117333862	0.501016915521603	0	0.297633811200952	0	0.0231492964267407	0	0.649833821122079	1.45179159019131	0.0677943681068836	0.00496056352001587	0	0	0	0	0	0	12.3170792201994	0	0	3.20948459745027	0	0.0181887329067249	0	0	0	0	0	13.2595862890024	0.00826760586669312	0	0	0.0330704234667725	0	9.40026787043008	0	2.86885923574251	0	0	0	0	0	5.35575508044381	9.42507068803016	0	0	0	0	0.026456338773418	0	0.224878879574053	0	0	0.653140863468757	0.026456338773418	0.0148816905600476	0.19180845610728	0	0	0	0	0.54070142368173	0.25298873952081
HC02	0	2.41822269603859	0.00949978361603986	0	3.1750387907831	0	0.275493724865156	0	0	17.6083766980863	2.6061073053336	2.77710341042232	0	0.0802203949798921	0	0	0	0	5.83181160873558	2.11106302578663	0.41376835305418	1.63501831347175	0.00527765756446659	0.811703733414961	0.119275060956945	0.00422212605157327	0.00738872059025322	0.303993075713275	0	0.184718014756331	0	0.0401101974899461	0	2.34222442711027	0.351491993793475	0	0	0.00316659453867995	0.0263882878223329	0	0	0	0.184718014756331	15.6503657416692	0	0	1.91790075892716	0	0.069665079850959	0	0	0	0	0	9.46811767065305	0.0348325399254795	0.0781093319541055	0	0.0211106302578663	0.023221693283653	3.42097763328724	0	1.42813413694466	0	0	0.0949978361603986	0.119275060956945	0	8.05264991186312	9.68872375684775	0	0	0	0	0.0147774411805064	0	0.18788460929501	0	0	0.829647769134148	1.33735842683583	0	0.21955055468181	0	0	0	0	0.87820221872724	0.00949978361603986
HC03	0	1.31196512191184	0	0	0.0766994994348458	0	0.00269121050648582	0	0	28.7461650250283	0.997093492652995	7.59594165455622	0.00807363151945745	0.474998654394747	0	0	0	0	0	1.65105764572905	0	0.0470961838635018	0	2.27003606222079	0.114376446525647	0.00269121050648582	0	0	0	0.407718391732601	0	0.00538242101297163	0.00807363151945745	3.76096668281393	0.0161472630389149	0	0	0	0	0.00672802626621454	0	0	0	24.5505678454169	0.00269121050648582	0	0	0	0.261047419129124	0	0	0	0	0	0.815436783465203	0	0	0	0.399644760213144	0	0.0161472630389149	0	0.014801657785672	0	0	0	0	0	0.348511760589913	20.9995155821088	0	0	0	0	1.35367888476237	0	1.84886161795576	0	0	0.653964153076054	0	0.131869314817805	0	0	0	0	0	0.177619893428064	0
HC04	0	1.86290854107704	0.0135695731399992	0	0.042647229868569	0	0.00969255224285659	0	0	21.2693366417245	0.567983561431396	3.49901135967123	0	0.137634241848564	0	0	0	0	0.812235877951382	0.314038692668553	0.0814174388399953	1.14178265420851	0	1.13402861241422	0.0387702089714264	0	0	0.178342961268561	0	0.451672934517117	0.149265304539991	0	0	3.44861008800837	0.257821889659985	0	0	0.00581553134571395	0	0.00969255224285659	0	0	0.0232621253828558	21.7752878688016	0	0	0.329546776257124	0	0.00969255224285659	0	0	0	0.00775404179428527	0	0.911099910828519	0	0	0.0310161671771411	1.48102198270849	0.0116310626914279	2.432830612957	0	13.2749195518164	0	0	0.00775404179428527	0.0833559492885667	0	1.47908347225992	18.0649788702361	0	0.0135695731399992	0.0174465940371419	0	1.40735858566278	0	1.93851044857132	0	0	0.682355677897104	0.0252006358314271	0.0697863761485674	0	0	0	0	0	0.193851044857132	0
HC05	0	5.20042259648251	0.0894910198247467	0	1.55987819277857	0	0.0720899881921571	0	0	7.62538064756696	1.79603505064943	1.49151699707911	0	0.544403703933876	0.257286681996147	0	0	0.0062146541544963	2.70461748803679	0.196383071282083	0.960785532285128	0.447455099123734	0	0.40395252004226	0.0372879249269778	0.0348020632651793	0.00497172332359704	0.315704431048412	0	0.188925486296688	0	0.145422907215213	0	1.31874961158412	0.385308557578771	0	0.45366975327823	0.00870051581629482	1.38711080728357	0	0.023615685787086	0	4.39748927972158	14.7287303461562	0	0	0.37039338760798	0	0.120564290597228	0	0	0	0	0	6.74165682679759	0.0062146541544963	0.10067739730284	0	0.187682555465788	0.0348020632651793	2.3590827170468	0.837735380026101	12.2552979926667	0	0	0.707227642781679	3.06506742899758	0	2.89602883599528	14.6628550121186	0	0	0.0472313715741719	0	0.314461500217513	0	0.99185880305761	0	0.00372879249269778	0.512087502330495	1.40824063140886	0.0310732707724815	0.390280280902368	0	0	0	0	2.0185196693804	0.152880492200609
HC06	0	4.08163265306122	0	0	0.663735737379612	0	0.0427664779239441	0	0	30.8004174008245	4.20651076859914	1.92278084746053	0.00513197735087329	0.549121576543442	0	0	0	0	0.0171065911695776	0.13001009288879	0.0307918641052397	0.00855329558478882	0	0.215543048736678	0.00684263646783106	0	0.0171065911695776	0.480695211865132	0	0.444771370409019	0	0.0256598867543665	0	1.41984706707494	0.0975075696665925	0	0	0.0153959320526199	0	0.00342131823391553	0	0	0	22.6166241852986	0.00342131823391553	0	1.56183177378244	0	0.153959320526199	0	0	0	0	0	2.19477564705681	0.00342131823391553	0	0.0153959320526199	0.0136852729356621	0.00342131823391553	0.11461416083617	0	0.00513197735087329	0	0	0	0.157380638760114	0	5.16619053321245	15.9347896744616	0	0	0	0	0.600441350052175	0	1.76711086781737	0	0	0.0598730690935217	0	0.0376345005730708	0	0	0	0	0	0.318182595754144	0
HC07	0	0.459695473110378	0.00683562041799819	0	0	0.00512671531349864	0.268298101406429	0.186270656390451	0	9.24175880513355	1.05610335458072	11.9794247825418	0	0.018797956149495	0.00341781020899909	0	0	0	0.422099560811388	2.78722422543876	0.0256335765674932	1.72428525044004	0	5.14722217475264	0.018797956149495	0	0.0205068612539946	0.18797956149495	0	0.181143941076952	0	1.1466753251192	7.00992873865715	0.892048464548764	6.15718509151187	0.0393048174034896	0.0102534306269973	0	0	0	0.0273424816719928	0	0.018797956149495	15.5732522173044	1.16889109147769	0	0.33836321069091	0	0.0170890510449955	0	0	0.0393048174034896	0	0	2.32240203701488	0	0	0	0.00341781020899909	0.0239246714629937	8.46933369789975	0.00341781020899909	0.0290513867764923	0	0	0	2.03872378966796	0	2.19081634396842	8.48471384384025	0	0	0	0	1.71744963002204	0	0.15038364919596	0.0102534306269973	0	0.343489926004409	0.15038364919596	0.350325546422407	0.00341781020899909	0	0	0	0	1.5157988276911	0.00512671531349864
HC08	0	0.312910390894794	0.00810648681074596	0	0.0113490815350443	0.00648518944859677	0.0648518944859677	0.0372898393294314	0	17.7207801682907	1.94393553721688	7.24395661408259	0	0.270756659478915	0	0	0	0	3.1047844485157	0.774980139107314	0.217253846527992	0.867394088749818	0	2.15470419429628	0.0113490815350443	0	0.0210768657079395	0.0324259472429838	0	0.290212227824705	0	0.176721412474262	0	0.611229105530245	0.437750287780282	0	0	0	0	0.00324259472429838	0	0	0	19.854407496879	0.0680944892102661	0	0.531785534784935	0	0.171857520387814	0	0	0.00972778417289515	0	0	2.08336711036171	0	0.0405324340537298	0	0.616092997616693	0.457205856126072	2.29899965952755	0	9.4197376740868	0	0	0.0259407577943871	0.110248220626145	0	2.62001653723309	18.1958202954004	0	0	0	0.00648518944859677	2.42059696168874	0.126461194247637	1.08302663791566	0	0	0.248058496408826	0.0243194604322379	2.04931986575658	0	0	0	0	0	0.546377211044278	0
HC09	0	0	0.00849816227240859	0	0.072234379315473	0	0.0467398924982473	0	0	4.46790881471882	1.91633559242814	1.81648218572734	0	0.635237629862542	0	0	0	0	1.78673861777391	1.42344218062844	0.0807325415878816	0.907178822579617	0	0.669230278952177	0.0233699462491236	0	0	0.146593299199048	0	0.110476109541312	0	3.48637107225563	0	10.5058531092651	3.68395334508912	0	0	0	0	0	0	0	0	12.1523720495443	0	0	0.60336952134101	0	0.0594871359068601	0	0	0	0	0	5.38358579957084	0	0.0318681085215322	0	0.0637362170430644	0	0.805200875310714	0	26.3825447746925	0	0	0	0	0	2.2753829484374	14.3151543478723	0	0	0	0	0.0849816227240859	0	1.02615309439334	0	0	0.994284985871805	0.382417302258387	2.58981495251652	0	0	0	0	0	0.74146465826765	0
