	Abiotrophia	Acidaminococcus	Acinetobacter	Actinomyces	Actinotignum	Adlercreutzia	Agathobacter	Akkermansia	Alistipes	Allisonella	Alloprevotella	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	Alloscardovia	Anaerococcus	Anaerofilum	Anaerofustis	Anaeroglobus	Anaeroplasma	Anaerostipes	Anaerotruncus	Arcanobacterium	Asteroleplasma	Atopobium	Bacillus	Bacteroides	Barnesiella	Bergeyella	Bifidobacterium	Bilophila	Blautia	Brevundimonas	Butyricicoccus	Butyricimonas	CAG-352	CAG-56	CHKCI002	Campylobacter	Candidatus_Saccharimonas	Candidatus_Soleaferrea	Catabacter	Catenibacterium	Catenisphaera	Cellulosilyticum	Chloroplast	Christensenella	Christensenellaceae_R-7_group	Citrobacter	Cloacibacillus	Clostridia_UCG-014	Clostridia_vadinBB60_group	Clostridioides	Clostridium_sensu_stricto_1	Clostridium_sensu_stricto_13	Clostridium_sensu_stricto_2	Colidextribacter	Collinsella	Comamonas	Coprobacillus	Coprobacter	Coprococcus	Coriobacteriaceae_UCG-002	Coriobacteriaceae_UCG-003	Corynebacterium	DTU089	Defluviitaleaceae_UCG-011	Desulfovibrio	Dialister	Dielma	Dolosigranulum	Dorea	Dysgonomonas	Eggerthella	Eisenbergiella	Elusimicrobium	Enterobacter	Enterococcus	Enterorhabdus	Epulopiscium	Erysipelatoclostridiaceae	Erysipelatoclostridium	Erysipelotrichaceae	Erysipelotrichaceae_UCG-003	Erysipelotrichaceae_UCG-006	Escherichia-Shigella	Eubacterium	Ezakiella	F0332	Facklamia	Faecalibacterium	Faecalicoccus	Faecalitalea	Family_XIII_AD3011_group	Family_XIII_UCG-001	Fenollaria	Finegoldia	Flavonifractor	Fournierella	Frisingicoccus	Fructilactobacillus	Fusicatenibacter	Fusobacterium	GCA-900066575	GCA-900066755	Gallicola	Gastranaerophilales	Gemella	Gordonia	Gordonibacter	Haemophilus	Hafnia-Obesumbacterium	Holdemanella	Holdemania	Howardella	Hungatella	Hydrogenoanaerobacterium	Incertae_Sedis	Intestinibacter	Intestinimonas	Izemoplasmatales	Kocuria	Lachnoclostridium	Lachnospira	Lachnospiraceae_FCS020_group	Lachnospiraceae_NC2004_group	Lachnospiraceae_ND3007_group	Lachnospiraceae_NK4A136_group	Lachnospiraceae_UCG-003	Lachnospiraceae_UCG-004	Lachnospiraceae_UCG-010	Lacticaseibacillus	Lactobacillus	Lactococcus	Latilactobacillus	Lautropia	Lawsonella	Lelliottia	Leptotrichia	Leuconostoc	Libanicoccus	Ligilactobacillus	Limosilactobacillus	Mailhella	Megamonas	Megasphaera	Merdibacter	Mitsuokella	Mobiluncus	Mogibacterium	Monoglobus	Morganella	Murdochiella	Muribaculaceae	NK4A214_group	Negativibacillus	Negativicoccus	Neisseria	Odoribacter	Olsenella	Oribacterium	Oscillibacter	Oscillospira	Oxalobacter	P5D1-392	Paeniclostridium	Paludicola	Parabacteroides	Paraprevotella	Parasutterella	Parvimonas	Pediococcus	Peptococcus	Peptoniphilus	Peptostreptococcus	Phascolarctobacterium	Phocea	Porphyromonas	Prevotella	Prevotella_7	Prevotella_9	Prevotellaceae_NK3B31_group	Prevotellaceae_UCG-001	Propionibacterium	Pseudoflavonifractor	Pseudomonas	Pseudopropionibacterium	Pseudoramibacter	Pyramidobacter	RF39	Raoultibacter	Rikenellaceae_RC9_gut_group	Romboutsia	Roseburia	Rothia	Ruminococcus	S5-A14a	SWB02	Saccharimonadaceae	Saccharimonadales	Sanguibacteroides	Sarcina	Scardovia	Selenomonas	Sellimonas	Senegalimassilia	Serratia	Slackia	Sneathia	Solobacterium	Staphylococcus	Stenotrophomonas	Streptococcus	Subdoligranulum	Succinatimonas	Succinivibrio	Sutterella	TM7x	Tannerellaceae	Terrisporobacter	Turicibacter	Tuzzerella	Tyzzerella	UBA1819	UCG-002	UCG-003	UCG-004	UCG-005	UCG-008	UCG-009	UCG-010	Varibaculum	Veillonella	Victivallaceae	Victivallis	Weissella	[Bacteroides]_pectinophilus_group	[Clostridium]_innocuum_group	[Clostridium]_methylpentosum_group	[Eubacterium]_brachy_group	[Eubacterium]_coprostanoligenes_group	[Eubacterium]_eligens_group	[Eubacterium]_hallii_group	[Eubacterium]_nodatum_group	[Eubacterium]_ruminantium_group	[Eubacterium]_siraeum_group	[Eubacterium]_ventriosum_group	[Eubacterium]_xylanophilum_group	[Ruminococcus]_gnavus_group	[Ruminococcus]_torques_group	vadinBE97
MR11	0	0	0	0.0215585828824852	0	0	0.670369267726801	0	0	0	0	0	0	0	0	0.0112925910336827	0	0	4.91330369883686	0.0102659918488025	0	0	0	0	32.0432403576671	0	0	6.78684721124332	0	3.01922820273281	0	0.184787853278444	0	0	0	0.0236117812522457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.3449475921116	0	0	0.233038014967816	0	0	0.0102659918488025	0	0.156043076101798	0	0	0	0.0236117812522457	0	0	0.805880360130994	0.0133457894034432	0	0.702193842458089	0	0.0687821453869766	0	0	0.111899311151947	0.66420967261752	0	0	0	0.112925910336827	0	2.36117812522457	0	0.254596597850301	0	0	0	0	7.9099467195023	0	0.0133457894034432	0	0	0	0	0.823332546273958	0	0	0	1.15184428543564	0	0	0	0	0	0	0	0.074941740496258	0.0277181779917667	0	0	0	0	0.0349043722859284	0	0.426038661725303	1.16724327320884	0	0	0	0.269995585623505	2.68661006683161	0	0	0.919832869652702	0.0266915788068864	0	0	0	0	0.00615959510928148	0.00307979755464074	0	0	0	0	0	0.012319190218563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.838731534047162	0	0	0	0	0.00410639673952099	0.0657023478323358	0	4.61456333603671	0	0	0	0	0	0	0.160149472841319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.88371711032861	0.593374328860783	0	0	0	0	0	0	0	0	0	0	0.300793561169912	0	0	0	0	0	0	0	0.903407282694617	0.301820160354793	0	0	0	0	0	0.766869591105545	0.95371064275375	0	0	0.105739716042665	0	0	0	0	0	0	0	0	0.626225502776951	0	0	0	0	0.103686517672905	0	0.0800747364206593	0.00923939266392223	0.423985463355542	2.12916670944163	0	0	0	0	0	0.885955096551653	0.104713116857785	0
MR12	0	0	0.0288791983134548	0.0303231582291276	0	0	1.4988303924683	0.150171831229965	1.25913304646663	0	0	0.00866375949403645	0	0	0	0	0	0	2.22081035030468	0	0	0	0	0	6.35775550870708	0	0	30.2466283535969	0.0505385970485459	10.5928899413752	0.00577583966269096	0.580471886100442	0	0	0.355214139255494	0	0.0115516793253819	0	0	0	0	0	0	0	0	0.142952031651601	0	0	0	0	0	0.259912784821093	0	0	0	0	0	0	0	0	0	0	0.0115516793253819	0	0	0	0.498166170907096	0	0	2.26846102752188	0	0.153059751061311	0	0	0	0.605019204666878	0	0	0	0.382649377653276	0	0	0	1.44684783550409	0	0	0.00866375949403645	0	18.0957056632108	0	0	0	0	0	0	0.0259912784821093	0	0	0	0	0	0	0	0	0	0.0231033586507639	0	0	1.46273139457649	0	0	0	0	0	0	0.0158835590724002	0.0880815548560372	0	0	0	0.134288272157565	0.00577583966269096	0	0	0	0	0	0.470730932509314	0	0	0	0.00433187974701822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.083749675109019	0	0	0	0	0	0	0.00288791983134548	0	0	0	0	0	0	0.0490946371328732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4569555549138	0	0.0072197995783637	1.00210818147688	0	0	0	0	0	0	0	0	0	0	0.033211078060473	0	0	0	0.0245473185664366	0	1.88869956969995	5.86536517746267	0	0	0	0	0	0.10540907384411	2.46195165622202	0	0	0	0	0	0	0	0	0	0	0	0.148727871314292	0	0	0	0	0.0346550379761458	0	0	0.0808617552776735	0	0	0	0	0.00288791983134548	0	0.0274352383977821	1.29956392410547	2.69876108239235	0
MR13	0	0	0	0	0	0	0	3.55145575093687	0.161429806860767	0	0	0	0	0	0	0	1.2957624675699	0	1.03488036898242	0	0	0	0	0	28.1507639089075	0	0	14.3831075237821	0	6.42404151052176	0	0.0389161141539349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.690400691842029	0.707696742577112	0	0	0.478524070337273	0	0	0.0590948400115307	0	0	0	0	0.0302680887863938	0	0	0	0	0	0	0.301239550302681	0	0.526088209858749	0.245027385413664	0	0	0.118189680023061	0.00432401268377054	0	0	0.82732776016143	0.00864802536754108	0	0	2.49927933121937	0	0	0	0	0	0	0.570769674257711	0.145575093686941	0	0	0	1.08965119631018	0	0	0	0	0	0	0.0288267512251369	0	0	0	0	0	0.154223119054483	0	0	0.0100893629287979	0	0.200345921014702	0	0.190256558085904	0.0417987892764485	0	0	0	2.04814067454598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00576535024502739	1.97751513404439	0	1.13865667339291	0	0	0	0	0	0	0.0201787258575958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.56586912654944	0	0.00432401268377054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.239262035168636	0	0	0	0.0201787258575958	0	0	0	0.0691842029403286	0.00576535024502739	0	0.873450562121649	0	0	0	0	0	0	0	0	7.23407321994811	0	0	0	0	0.752378206976074	0	0	0	0	0	0	0	0	0	0	12.0683194004036	2.17065436725281	0
MS01	0	0	0	0.0599736116108912	0	0	0.221045597080142	0	3.10320601792354	0	0	0	0	0.00514059528093353	0	0	0	0	3.81260816669237	0.00514059528093353	0	0	0	0	25.8777566442194	0	0	15.4492023509656	0.221045597080142	4.46375023561062	0	0.373549923747837	0	0	0.0496924210490241	0	0	0	0	0	8.77670967631385	0	0	0	0	0.0445518257680906	0	0	0	0	0	0.0394112304871571	0	0	0.267310954608544	4.98980448602615	0	0	0	1.09837385835946	0	0	0	0	0	0	0.77108929214003	0	0	2.73651022121695	0	0	0	0	0	0	0	0	0	0.166212580750184	0	0.047978889288713	0	0.935588341129903	0.047978889288713	0	0	0	5.84999742970236	0	0	0.183347898353296	0.0102811905618671	0	0	0.0565465480902689	0	0	0.00685412704124471	2.04081632653061	0	0.00856765880155589	0	0	0	0	0	0.00856765880155589	0	0	0	0.0376976987268459	0	0.047978889288713	0	0.20391027947703	0.579173734985178	0	0	0	0.42152881303655	0.20391027947703	0	0	0.24674857348481	0.00856765880155589	0	0	0.0668277386521359	0	0.0634006751315136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282732740451344	0	0	0.018848849363423	0.0376976987268459	0	0	0	0.464367107044329	0.00856765880155589	0	0.0531194845696465	0	0.0205623811237341	0.0359841669665347	0	0	0.178207303072362	0	0.0205623811237341	0.00342706352062235	0	0	0.0308435716856012	0	0	0	0	0.0308435716856012	0	0	0	0	0	0	0	0	0	0	0	0	0	3.64125499066125	0	0	0	0	0	0	0	0	0	0	0	0	0.226186192361075	0	0.0325571034459124	0	0	0	0	0.155931390188317	2.01339981836563	0	0.0137082540824894	1.15320687468942	0	0	0.0496924210490241	0.15935845370894	0	0	0.101098373858359	0.077108929214003	0.0325571034459124	0	0.02913003992529	0	0	0.0222759128840453	0	0.0394112304871571	0	0	0	0	0.107952500899604	0	0.0222759128840453	0	0	1.08295207251666	0	0	0	0.438664130639661	0	0.0651142068918247	2.77763498346442	0
MS02	0	0	0	0.00941564173483199	0	0	9.31206967574884	0	3.92043782734067	0.040016477373036	0	0	0	0	0	0	0	0	1.84781969046078	0.043547343023598	0	0	0	0	10.6549755781792	0	0	9.73930441946684	0.196551521214618	6.7980933325487	0	0.32954746071912	0.14711940210675	0.010592596951686	0.601424115812393	0	0	0	0	0.00470782086741599	0	0	0	0	0	1.37703760371918	0	0	1.24521861943153	0.048255163891014	0	0.230683222503384	0	0	0.254222326840464	2.81292296828106	0	0.00588477608426999	0	1.68304596010122	0	0	0	0.01176955216854	0.00470782086741599	0	1.31230506679221	0	0	1.55475784146413	0	0	0.049432119107868	0	0	0.22362149120226	0	0	0	0.022362149120226	0	0.0529629847584299	0	0.557876772788795	0.0470782086741599	0	0	0	6.30141823103631	0	0	0.160065909492144	0.0576708056258459	0	0	0	0.387218266344966	0	0	1.83840404872595	0	0.01765432825281	0	0	0	0	0	0.00470782086741599	0.030600835638204	0	2.84940858000353	0.01765432825281	0	0.049432119107868	0.01176955216854	0.191843700347202	0.922732890013535	0.02942388042135	0	0	0.101218148649444	0.502559877596657	0.00823868651797799	0	0.014123462602248	0.0588477608426999	0	0	0.015300417819102	0	0	0	0.0564938504089919	0	0	0	0	0	0	0	0	0	0	0	0.00588477608426999	0	0	0	0.20008238686518	0	0	0	0.184781969046078	0.10004119343259	0	0	0.39427999764609	0.02942388042135	0	0.10004119343259	0	0.034131701288766	0	0	0.00941564173483199	0.048255163891014	0	0.021185193903372	0	0	0	0.002353910433708	0	0	0.010592596951686	0	0.00470782086741599	0	0	0	0	0	0	0	0	0	0	0.02353910433708	0	0	0.342493968104514	0.02353910433708	0	7.16765727064085	0	0	0	0	0	0	0	0	0	0.171835461660684	0	0.045901253457306	0	0.00588477608426999	0	0	0.566115459306773	4.385335137998	0	0	0.966280233037133	0	0	0.333078326369682	0.0918025069146119	0	0.00823868651797799	0.01176955216854	2.24680750897428	0.0729712234449479	0	2.23856882245631	0	0.022362149120226	0.128288118637086	0	0.00941564173483199	0	0	0	0	0.00823868651797799	0	0.032954746071912	2.93768022126758	0.386041311128112	1.80662625787089	0	0	0.022362149120226	0.195374565997764	0.0812099099629259	0	0.160065909492144	0
MS03	0	0	0	0.109114715938023	0	0	0.323706990616134	0	7.67440168764094	0	0	0	0	0	0	0	0	0.0945660871462865	1.49850876554885	0	0	0.723794282388885	0	0	12.526369389685	2.38597512184477	0	10.0640139666836	0.218229431876046	3.76809485705972	0	0.127300501927693	0.22186658907398	0	0	0	0	0	0	0	0	0	0	0	0	3.28071579253655	0	0	1.48032297955918	0.109114715938023	0	0.356441405397541	0	0	0.247326689459518	4.04088164690478	0	0	0	1.64035789626828	0	0	0	0.0290972575834728	0.0254601003855387	0.181857859896705	0.589219466065323	0	0	1.931330472103	0	0	0.0254601003855387	0	0	0.0545573579690114	0	0	0	0.0109114715938023	0	0.549210736888048	0	0.0218229431876046	0	0	0	0	3.62260856914236	0.076380301156616	0	0.276423947042991	0.076380301156616	0	0	0	0	0	0	0.454644649741762	0	0.0290972575834728	0	0	0.0109114715938023	0	0	0.145486287917364	0	0	0	0	0	0	0	0.927475085473194	0.0545573579690114	0.0436458863752091	0	0	0.0618316723648796	0.509202007710773	0	0	0.0109114715938023	0.0618316723648796	0	0.0618316723648796	0.0254601003855387	0.0109114715938023	0	0	0.0218229431876046	0.00727431439586819	0	0	0	0	0	0	0.0436458863752091	0	0	0	0	0	0	0	0.0109114715938023	0	0	0	0.974758129046337	0.345529933803739	0	0	0.520113479304576	0.0654688295628137	0	0.0581945151669455	0	0.076380301156616	0	0	0	2.538735724158	1.21117334691205	0.145486287917364	0	0	0	0	0	0	0	0	0	0	0.112751873135957	0	0	0	0	0	0	0	0	0.0109114715938023	0	0	1.14570451734924	0.229140903469848	0	5.81945151669455	0	0	0	0	0	0	0	0	0	0	0	0.145486287917364	0	0.0145486287917364	0.00727431439586819	0	1.21117334691205	3.08430930384811	0	0	0.200043645886375	0	0	0.167309231104968	0.389175820178948	0	0	0	7.57983560049465	0.1600349167091	0.0145486287917364	3.12068087582745	0	0.0327344147814069	0.0982032443442206	0	0.0436458863752091	0	0	0	0	0.170946388302902	0	0	1.53124318033025	0.247326689459518	2.49145268058485	0	0	0	0.076380301156616	0.14184913071943	0.629228195242598	0.883829199097985	0
MS04	0	1.53345236844869	0	0	0	0	7.28214823372895	0.0367608444491125	2.58551272625425	0.0665196232888702	0	0	0	0	0	0	0	0	0.465637363022091	0.0140041312187095	0	0	0	0	10.7324160627385	0.315092952420964	0	9.4562896054336	0.0857753037145958	5.11150789482897	0	0.596926093197493	0	0	0.155795959808143	0	0.0192556804257256	0	0	0	1.6874978118545	0	0	0	0	1.76802156636208	0	0	0.36060637888177	0.0175051640233869	0	1.03805622658684	0	0	0.208311451878304	2.80607779294892	0	0	0.0560165248748381	1.00304589854007	0	0	0	0.0105030984140321	0.022756713230403	0	0.00350103280467738	0	0	0.877008717571684	0	0	0	0	0	0	0.00350103280467738	0	0	0	0	0.0157546476210482	0	0.0717711724958863	0	0	0	0	11.5131463781816	0	0	0.0262577460350803	0.0192556804257256	0.0140041312187095	0	0	0.00700206560935476	0	0	1.2848790393166	0	0.0402618772537899	0	0	0	0	0	0	0.0367608444491125	0	0	0.00525154920701607	0	0.0665196232888702	0	0.208311451878304	0.357105346077093	0.0140041312187095	0.028008262437419	0	0.131288730175402	0.631936421244267	0	0	0.817491159892168	0.416622903756608	0	0.0770227217029024	0.122536148163708	0	0	0	0	0	0	0	0	0	0	0	0.0665196232888702	0	0	0	0	0	0	0	0.175051640233869	0	0	0	0.220565066694675	0.0262577460350804	0	0	0.290585722788223	0.0560165248748381	0	0.285334173581206	0	0	0	0	0	0.477890977838462	0.652942618072331	0.0927773693239506	0	0	0	0	0	0.996043832930714	0.0105030984140321	0.00700206560935476	0.0262577460350804	0	0	9.91492490284634	0	0	0	0	0	0	0.0105030984140321	0	0	0	0.964534537688618	0	0	7.15436053635823	0.00700206560935476	0	0	0	0.0700206560935476	0	0	0	0	0.0770227217029024	0	0	0	0	0	0	0.259076427546126	3.01613976122956	0	0	0.665196232888702	0	0	0.14704337779645	0.0770227217029024	0	0	0	1.0993243006687	0.096278402128628	0	0.616181773623219	0	0.0175051640233869	0.022756713230403	0	0	0	0	0	0	0	0	0.0140041312187095	1.45642964674579	0.367608444491125	2.86909638343311	0	0	0.073521688898225	0.0980289185309666	0.13303924657774	0.0385113608514512	0.337849665651367	0
MS05	0	0	0	0.00760989963387927	0	0	0.566514750522124	0	2.73449060177395	0	0	0	0	0	0	0	0	0	3.5140825420447	0.0355128649581033	0	0	0	0	18.192733391394	0.693346411086778	0	19.13297876838	0.163190069926522	3.9672943424624	0	0.990978041211834	0.356819738388562	0	0	0	0	0	0	0.00253663321129309	0	0	0	0	0	0.324689051045516	0	0	0	0.0177564324790516	0	0.141205915428649	0	0	0.225760355805085	2.3134094886993	0	0.679817700626548	0.0566514750522124	0	0	1.02310872855488	0	0.0143742548639942	0.0109920772489367	0.277338564434711	0	0	0	1.20912849738304	0	0.0101465328451724	0.09300988441408	0	0	0	0	0	0	0.0921643400103156	0	0.198702934884625	0	0.175873235982988	0.0896277067990226	0	0.00169108880752873	0	5.8604682624908	0	0	0.0972376064329018	0.0312851429392815	0	0	0.0887821623952582	0.009300988441408	0	0	0.384722703712785	0	0.0304395985355171	0	0	0	0	0	0.100619784047959	0	0	5.18065056186426	0.0126831660564655	0	0.0126831660564655	0.00676435523011491	0.123449482949597	0.607100881902813	0.111611861296896	0	0	0.312851429392815	0.0270574209204596	0.00507326642258618	0	0.567360294925888	0.0245207877091665	0	0.0667980078973847	0.212231645344855	0	2.04114419068717	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0109920772489367	0	0	0.00169108880752873	0.0448138533995113	0	0	0.0448138533995113	1.27930868289548	0.142051459832413	0	0	0.246898965899194	0	0	0.559750395292009	0	0.0794811739538502	0	0	0.00760989963387927	0.450675167206406	0.188556402039453	0.00760989963387927	0	0	0	0	0	1.11019980214261	0.00253663321129309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.479423676934394	0.065106919089856	0	8.00899659245605	0	0	0	0	0	0	0	0	0.00676435523011491	0	0	0	0	0	0	0	0.863300836243415	1.61668089999746	0	0	0.503944464643561	0	0	0.285794008472355	0.395714780961722	0	0.0405861313806895	0.308623707373993	1.94475212865804	0	0	0.49802565381721	0	0.0321306873430458	0.0177564324790516	0	0.0422772201882182	0	0	0	0	0.109920772489367	0	0.0346673205543389	0	0.0617247414747986	2.34469463163858	0	0	0.740696897697583	0.055805930648448	0	0	0.463358333262871	0
MS06	0	5.31964103987418	0	0.0647608474419465	0	0	1.74854288093256	0.0277546489036914	0	0.302217288062417	0	0	0	0	0	0.00616769975637586	0	0	0.197366392204027	0	0	0	0	0	0.860394116014432	0	0	22.0402750794091	0.0123353995127517	3.00058593147686	0	0.222037191229531	0	0	0.0370061985382552	0	0.00925154963456379	0	0	0	0	0	0	0	0	0.0246707990255034	0	0	0	0	0	0.0277546489036914	0	0	0.0493415980510069	10.4727541863262	0	0	0	0.26829493940235	0	0	0.0277546489036914	0	0	0	0	0	0	1.41857094396645	0	0	0	0	0	0	0	0	0	0.0339223486600672	0	0	0	0.19428254232584	0.00616769975637586	0	0	0	3.86406389736948	0	0	0.0493415980510069	0	0.00616769975637586	0.0370061985382552	0	0.00616769975637586	0	0	0.129521694883893	0.243624140376846	0	0	0	0	0	0	0	0	0	5.06676534986277	0	0	0	0	0.0555092978073827	0	0	0	0	0.869645665648996	0	0	0	0.271378789280538	0	0	0.111018595614765	0	1.0207543096802	0	0	0	0	0	0	0	0	0	0	1.24895920066611	0	3.88873469639498	0	0	0	0	0	0	0	0	0.422487433311746	0.302217288062417	0	0	0	0.00616769975637586	0	0	0.0154192493909396	0	0	0.0123353995127517	0	0	0.135689394640269	0.0678446973201345	0	0	0	0	0	0	5.63727757732754	0	0	0.166527893422148	0.200450242082215	19.6965491719863	0	0	0	0	0	0	0	0	0	0	0	1.9150707743547	0	0	0.19428254232584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0154192493909396	0	0.622937675393962	1.09168285687853	0	0	1.17803065346779	0	0	0	0.0277546489036914	0	0	0	0.259043389767786	0.132605544762081	0	0.043173898294631	0	0	0	0	0.0154192493909396	0	0	0	0	0.0123353995127517	0	0	1.72387208190705	0	1.10401825639128	0	0	0	0	0	0.0986831961020137	1.16877910383323	0.0215869491473155
MS07	0	0	0	0.0047868266530508	0	0	0.488256318611182	2.57052591268828	1.83335460811846	0	0	0	0	0	0	0	0	0	1.4887030890988	0	0	0	0	0	20.034465151902	1.63549910645902	0	6.8435665049783	0	4.89532805718662	0	0.619096247127904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.928644370691856	0	0	0	0.856841970896094	0	0	0	0.2983788613735	0	0	0	0	0	0	0.987681899412816	0.00797804442175134	0	0.568036762828696	0	0	0.023934133265254	0	0.017551697727853	0	0	0	0	0.143604799591524	0	1.22383201429666	0	0.0781848353331631	0	0	0	0	17.870819504723	0	0	0.00319121776870054	0	0	0	0.0366990043400562	0	0	0	2.84816185856523	0	0	0	0	0	0	0	0.0143604799591524	0.0957365330610161	0	0	0.00797804442175134	0	0.017551697727853	0	0.023934133265254	0.762701046719428	0.0127648710748021	0	0	0.732384477916773	0.706854735767169	0	0	0.229767679346439	0.162752106203727	0	0.314334950217003	0.0558463109522594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333482256829206	0	0	0	0	0	0	0	0.303165688026551	0	0	0.0686111820270615	0	0	0	0	0	0.0446770487618075	0	0.047868266530508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00319121776870054	0	0.00957365330610161	0	0	0	1.55252744447281	6.65688026550932	0.00638243553740107	1.7647434260914	0	0	0	0	0	0	0	0	0.0127648710748021	0	0	0	0	0	0	0	2.30086801123309	3.23270359969364	0	0	1.17915496553485	0	0	0.660582078121011	0.402093438856268	0	0	0.0127648710748021	0.00957365330610161	0.11807505744192	0	0.338269083482257	0	0	0	0	0.0159560888435027	0	0	0	0	0.0287209599183048	0	0	0.41645391881542	3.37630839928517	0.59516211386265	0	0	2.56254786826653	0.0526550931835588	0	0.501021189685984	0.149987235128925	0
MS08	0	0	0	0.00660131366141862	0	0	0.311361961030245	0	0	0	0	0	0	0	0	0	0	0	0.182636344632582	0	0	0	0	0	20.4794754156077	0.00330065683070931	0	27.5769878205763	0	1.54360717782839	0	0.505000495098525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.138627586889791	0	0	0	0	0	0	0.0462091956299304	0	0	0	0	0	0	0	0.0209041599278256	0	0	0	0.612821951568362	0.322364150465943	0	0	0	0	1.07601412681124	0.133126492171942	0	0	0.566612755938432	0	0	0	6.58371015832151	0	0	0	0	0.0110021894356977	0	0	0	0	0	0	1.08701631624693	0	0	0	0	0	0	0	0	0	0.00220043788713954	0	0	0	0	0	0	0	1.48529557381919	0	0.0506100714042094	0.924183912598607	0	0	0	0.495098524606397	6.63542044866928	0	0	0	0	0	0.314662617860954	0	0.0363072251378024	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7659504241344	0	0	0	0	0	8.53329812632714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0154030652099768	0	0.0121024083792675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00660131366141862	0	0.0462091956299304	0	0	0	0	0	0	0	0	0.00660131366141862	0	0	0	0	0	0	0	0	0	0	11.8757632768921	0	0	0	0	1.80105841062371	0	0	0	0	0	0	0	0	0	0	2.73184363688374	0	0
MS09	0	0	0	0.152681745806705	0	0	1.85835496324732	0	4.69387309965756	0	0	0	0	0.140685322921892	0.00436233559447728	0	0	0	0.20830152463629	0.0556197788295854	0.00218116779723864	0	0	0	17.114533121033	1.86489846663904	0	0.634719828996445	0.324994001788558	2.47671603376448	0	0.0501668593364888	0.41660304927258	0	0.134141819530176	0.0556197788295854	0.0141775906820512	0	0	0	0	0	0	0	0	0.747049970554235	0	0	0	0.00218116779723864	0	0.798307413789343	0	0	0.419874800968438	1.32396885292386	0	0	0	0.456954653521495	0	0	0	0.0130870067834318	0.0316269330599603	0	2.12336685061182	0	0	0.612908151024058	0	0.0109058389861932	0.0327175169585796	0	0.0239928457696251	0.085065544092307	0	0	0	0.0196305101751478	0	0.179946343272188	0	8.2808035422165	0	0.0218116779723864	0	0.0152681745806705	11.5122036338256	0	0.00872467118895457	0.311906995005126	0.0196305101751478	0.237747289899012	0.48203808318974	0.0392610203502956	0	0	0	0.588915305254433	1.40140030972583	0.0109058389861932	0	0	0	0	0	0	0.0294457652627217	0	0	0.0403516042489149	0	0.543110781512422	0	0.116692477152267	0.502759177263507	0.0458045237420115	0	0	0.38606670011124	0.404606626387768	0	0	0	0.0588915305254433	0	0.198486269548716	0.0643444500185399	0.00109058389861932	0	0.00654350339171592	0.101424302571597	0	0	0.0239928457696251	0	0	0	0	0	0	0	0	0.00763408729033525	0	0	0.00218116779723864	0.0174493423779091	0	0	0	0.00763408729033525	0.0676162017143979	0.00218116779723864	0	1.59552424368007	0	0	0.89973171636094	0.00872467118895457	0	0	0	0.00436233559447728	1.30651951054595	0	0.030536349161341	0	0	0.00654350339171592	1.21818221475778	0	0.0697973695116365	0	0.0632538661199206	0.88337295788165	0	0	8.71921826946147	0	0	0.0130870067834318	0	0	0	0	0	0.00327175169585796	0	1.03169236809388	0.0414421881475342	0	3.53240124762798	0	0	0	0	0	0	0	0	0.0196305101751478	0.174493423779091	0	0	0	0.203939189041813	0	0	2.08737758195738	1.9641416014134	0	0	0.644535084084018	0	0	0.230113202608677	0.815756756167252	0	0	0.463498156913211	2.9914716339128	0.129779483935699	0	2.59231792701813	0.00327175169585796	0.0447139398433922	0.0676162017143979	0.0185399262765285	0.00763408729033525	0	0	0	0	0	0	0	0.340262176369228	0.275917726350688	0.859380112112025	0	0	0.0119964228848125	0.00981525508757389	0	0.0261740135668637	1.65441577420551	0
