	ko00010	ko00020	ko00030	ko00040	ko00051	ko00052	ko00053	ko00061	ko00071	ko00072	ko00100	ko00120	ko00121	ko00130	ko00140	ko00190	ko00195	ko00196	ko00230	ko00240	ko00250	ko00253	ko00260	ko00270	ko00280	ko00281	ko00290	ko00300	ko00310	ko00311	ko00312	ko00330	ko00340	ko00350	ko00360	ko00361	ko00362	ko00363	ko00364	ko00380	ko00400	ko00410	ko00430	ko00440	ko00450	ko00460	ko00471	ko00472	ko00473	ko00480	ko00500	ko00510	ko00511	ko00513	ko00514	ko00520	ko00521	ko00523	ko00524	ko00531	ko00532	ko00540	ko00550	ko00561	ko00562	ko00564	ko00591	ko00600	ko00601	ko00620	ko00621	ko00622	ko00623	ko00624	ko00625	ko00626	ko00627	ko00630	ko00633	ko00640	ko00643	ko00650	ko00660	ko00670	ko00680	ko00710	ko00720	ko00730	ko00740	ko00750	ko00760	ko00770	ko00780	ko00785	ko00790	ko00791	ko00830	ko00860	ko00900	ko00903	ko00906	ko00908	ko00910	ko00920	ko00930	ko00941	ko00960	ko00970	ko00983	ko01040	ko01051	ko01053	ko01055	ko01057	ko02010	ko02020	ko02030	ko02040	ko02060	ko03008	ko03010	ko03013	ko03015	ko03018	ko03020	ko03022	ko03030	ko03040	ko03050	ko03060	ko03070	ko03410	ko03420	ko03430	ko03440	ko03450	ko04020	ko04075	ko04110	ko04112	ko04113	ko04122	ko04141	ko04142	ko04144	ko04146	ko04210	ko04510	ko04512	ko04621	ko04626	ko04910	ko04962	ko04974	ko05012	ko05100	ko05110	ko05111	ko05120	ko05130	ko05131	ko05142	ko05143	ko05144	ko05145	ko05146	ko05150	ko05322	ko05410
MR11	1.24060268050769	0.84884744468164	1.79116509706294	0.85869971883278	1.26059555718333	1.37334600117412	0.333604759089607	1.65422715069838	0.372442363759443	0.335310293632933	0	0.243358754133857	2.19022878720471	0.267341701961957	0.0557517634947569	0.429265074176382	0	0	0.885723019737882	1.14292831380508	1.88404899420624	0	1.08113681318925	1.31006989840159	0.345791046386099	0	2.26131138649595	1.64833807259159	0.155951620326899	0.0109593165591953	0.122718917007185	0.767342780420335	1.34973770956952	0.266316223985568	0.323759590752548	0.0445021479460016	0.178879543966832	0	0.000995794469783708	0.16742773806636	1.29327243603462	0	0.641735751618317	0.206008375788062	1.009082112195	0	2.02745514406911	0.259874853954641	1.54858927719459	0.459187642082416	1.29126842562598	0.0383539911338993	1.94398066893334	0	0	1.26349174118033	1.81193280912301	0	0.313531289751828	0.812924229091209	0	0.537953008740606	1.76973230967854	0.577392865203613	0.237169079819274	0.586263964640626	0	0.571294547025778	0	1.20827042497558	0.260490096373191	0	0	0	0	0.226299785952452	0.126708126357463	0.687941498199047	0.458741312946898	0.713804779394486	0	0.717999617498754	1.78449743399847	1.6963768854932	0.550058129000637	1.67155318142165	1.05167327654133	1.65458359145483	0.875746201360325	1.07023627414562	1.12518173346214	1.80336152544054	1.33038237440107	0.578306231337581	1.26711194007105	0.110228351104221	0	0.705843871173224	1.29633822478818	0	0.0126950058142775	0.614665737499034	0.729956342785654	0.787072862389556	0.00264150928324769	0.000512533463280421	0.435414096324359	1.56520151145247	0	0.341026684120934	5.45597393431364	0.0310583067142629	2.21918324670049	0	0.692386547351712	0.372419273796562	0.911621510791375	0.51644603128109	0.810999121211433	0.0563807667323852	1.49196613602034	0.0601006709976563	0	0.620607373701602	1.03855712823773	0	1.23626462820511	1.36864368647626e-05	0.00647333067745862	1.3593359560771	0.659515394536378	0.834524797507366	0.81173549125759	1.780661474575	1.5100292798724	0.0111624691284609	0	0.0002221578999553	0	1.47841896848289	0	1.05911266334276	0.0541168936459963	0	5.84638619416517e-05	0.236188016795203	0.0222442811462326	0	0	0.0733108762950375	0.201130388105631	0.101042265693682	0	0.0535832611552299	6.25949562598943e-05	0.00106267674021492	0	0.152697580442367	0.167658342565764	0	0.000848589533750686	0	0.00896316884504991	0	0	0.0164810112333984	0.0175422193301591	0	0.00369727541641775
MR12	1.2336535736916	0.765128917541166	1.87649561796076	0.679879605011288	1.08342883462471	1.31332469912148	0.253093416037262	1.79551459233095	0.411572106231768	0.201037266440302	0.000239983029708628	0.168539265438286	1.51665132455961	0.199738068219108	0.0119877783476525	0.493126164592414	0	0	0.958474381363821	1.25253657718607	1.78216302834249	0	1.15453012077338	1.46902346315858	0.260610676641608	0.0380153830657925	2.62271929979695	1.89351895686676	0.142536479091133	0.0622151911362707	0.383478673822319	0.74423347958385	1.30336439000107	0.2687306727236	0.208033464045406	0.0874732681235041	0.161575561011123	0	0	0.159334709435942	1.33445394251346	0.429120314074933	0.576221576130441	0.152664044959631	1.10823121224959	0	2.33663230326998	0.0275817885480143	1.75283781705518	0.458288565610561	1.4175257105804	0.0456232449309768	0.874108996881816	0	0	1.19212789585598	1.93718379352351	0	0	0.114979686655926	0	0.232662388589557	2.18739634010649	0.600865301162188	0.212215814142125	0.627529941567629	0.291379116346943	0.431649661328271	0	1.21695610509285	0.295039043602587	0	0	0	0	0	0.0701910043738418	0.665016852788777	0.382664296946246	0.701988358995505	0.0276727736502454	0.647827179139048	2.2482970789963	1.81063613331655	0.573542624711203	1.60257617330111	0.980464594159436	1.79858592859132	0.849624750113477	1.09719691820238	1.26057111626755	1.96806430560771	1.21567460457159	0.448605666870355	1.1020587346433	0.134433218821081	0	0.687092462230663	1.3152035166116	0	0.001712109363037	0.62076212334778	0.601512535488035	0.822043635113416	0.0095274800829041	0.000113661216544015	0.334981748044065	1.80513841018299	0	0.454727981993077	4.82401541449263	0.0220505917351404	2.93151776680164	0	0.898132567585629	0.332637565332076	0.761483831470497	0.272209713167864	0.531676023831455	0.0705825435469129	1.71203442257331	0.0642285145256752	0	0.6388516383035	1.25895583602572	0	1.29008659405667	1.01032192483569e-05	0.0171954686769691	1.45050231511046	0.798608200918425	0.908493165680238	0.872401195006492	1.81091309801154	1.63162680154084	0.00296403194698671	0	0.00041331351470551	0	1.62848499503184	9.26162108496877e-05	1.18674998796853	0.0388964862806764	0	0.000246137848644753	0.216864157848945	0.00784637190996788	0	0	0.0742458575879523	0.18957482863183	0.104892023774642	0	0.024500367296581	0.000137368331885554	0.00788706279832186	2.52580481208923e-05	0.132993919018017	0.182966251580506	0.000980198379024141	0.00706689224944219	0	0.0241362820748476	0	0	0.0101657167263996	0.0107449267497071	4.39270402102474e-06	0.00114561200679691
MR13	1.17402184805775	1.01475066528364	1.94601155433517	1.13815988033739	1.29787077974499	1.50961871581725	0.376621459943664	1.38445291006364	0.347084674068837	0.29773333539346	0.00452311964387481	0.18061161450125	1.62550453051125	0.374350272931485	0.0706540694662342	0.427449422779626	0	0	0.845793161082814	1.0531155397545	1.72787565984761	0	1.0675248414218	1.31203602708173	0.396147302991271	0	2.05935512340672	1.58473603074125	0.171493273271488	0.0552089627833656	0.278798943825502	0.772751512278638	1.30385597970767	0.272524894936068	0.391371674401534	0.0680109511464776	0.165966913532797	0	0	0.155710257893522	1.15152218225319	0.443375348694875	0.634571047510532	0.209994372685617	1.10729710297382	0	1.79434409094908	0.346881010856643	1.45460933463745	0.46949292081628	1.29578481693361	0.0512363382177474	2.78297303606896	0	0	1.24077888371854	1.94785540390517	0.545147904278327	0.317705637951732	1.09270762894681	0	0.781691534401198	1.56351025648878	0.576116723540217	0.310698388527702	0.523031218687464	0.348373164941125	0.698702599730906	0	1.12465433054458	0.280881299154583	0	0	0	0	0.273311605211737	0.141867208237586	0.759598188105916	0.502422079063255	0.648803062860785	0	0.641960721857463	1.5819300259722	1.6443939056999	0.593912874111636	1.59971395543778	1.06661096943599	1.50106110078649	0.76010838969997	1.00688028887955	0.964403585517913	1.57818606426401	1.59840130440964	0.810515735918219	1.15635011483054	0.120186088193855	0	0.773791564860027	1.13690558565275	0	0.00941174025401024	0.587599960583271	0.729681613183518	0.810587967420324	0.0256031771553704	0.0167021167038434	0.422559014502394	1.38498961823289	0	0.303955783062341	5.58565751961661	0.0654823711263818	2.64012758260588	0	0.747951517737858	0.354120460192075	0.74862125120794	0.228656842632059	0.60792528128599	0.0492714126105115	1.24584094883378	0.0448603123714425	0	0.562504146250736	0.870677706984556	0	1.13598698628426	0	0.00527187542855838	1.33819270707859	0.712819844111479	0.848803402338775	0.812816570831558	1.58266426173967	1.40332540934806	0.0171067643857887	0	0.0027874965209959	0	1.37659153613312	0	0.876772307301282	0.0419638061675152	0	0.000356109691002456	0.227053886755968	0.0261861092703691	0	0	0.0761222870190433	0.161625036228279	0.086765529521947	0	0.0601695068415486	0.00332710758576517	0.01352159279967	0	0.121971814441713	0.148717936712965	0	0.00916968000923537	0	0.00863666482068409	0	0	0.0214693473586976	0.0269916276859708	0	0.00307755162726887
MS01	1.28718267376723	0.839642548095135	1.941104305734	0.900004279510672	1.37679535110783	1.48273730228027	0.314344527077481	1.67801715158724	0.380821032683568	0.174624377296415	2.57206222014008e-05	0.212029663825394	1.90826697442855	0.275720517448887	0.0697302071822677	0.455418411333058	0	0	0.89751399207674	1.16648897645229	1.86800002576267	0	1.12309396412016	1.39021604441915	0.323878065891069	0.0725871967394612	2.36426788543718	1.82372562982916	0.147310233946527	0.0183495328034313	0.245808899904123	0.774284849408862	1.44997167562219	0.238916835166935	0.283819943358617	0.0924592066584854	0.148116792047254	0	0	0	1.28512843238842	0	0.691178834741363	0.207229289376878	1.08515092443899	0	2.12299558887694	0.0819973435780656	1.52200238639457	0.42865942934478	1.30480409066271	0.0425968109583249	2.29346479965672	0	0.000102882488805603	1.35145400849227	1.81739590187712	0.52942589271475	0	0.971854444754843	0	0.474862837799646	1.85586112547017	0.578564209057967	0.243555974691106	0.591726448112539	0	0.670734540978358	0	1.22978792282351	0	0	0	0	0	0	0.102375861136561	0.710359345732503	0.256810592079782	0.699113868823141	0	0.655517541124704	1.89817197315612	1.81785887715938	0.567029541245482	1.68260515220866	1.01706162201133	1.65337537458882	0.740202640731157	1.13654233942305	1.19548603211578	1.81003144758315	1.3644101793993	0.608235358075619	1.26708765748019	0.0271278341857854	0	0.596022114741187	1.27805363046652	0	0.00208337039831346	0.639547900749826	0.641970793649447	0.868789665632355	0.00436515702503773	0.000721720658971305	0.386705868175545	1.66577756195035	0	0.374165195820482	5.18055461515377	0.0335254164053048	2.16723403023846	0	0.685536953932368	0.309101695799994	0.604283503184937	0.189175519232932	0.850041682438604	0.0604929837810127	1.55369386527998	0.0612958825636855	0	0.613193441194364	1.08768017039671	0	1.26452597913688	0	0.0100164033377433	1.3874852298423	0.667526306974142	0.857974699745828	0.791867933187186	1.69671208346798	1.57396337598373	0.00767451925245396	0	1.7770611702786e-05	0	1.50215301062308	0	0.987044776999747	0.0475386283027981	0	6.98258978371938e-05	0.230126625017973	0.024027392157008	0	0	0.0745874499578761	0.17881029465408	0.114116583889979	0	0.0652580951549231	0.000184105506283711	0.004163233439054	0	0.163960295009873	0.147682999249716	0	0.00392612852442027	0	0.0139647831964976	0	0	0.00768373910625842	0.00616398608120536	0	0.00154885525745961
MS02	1.17265564380708	0.81710834443228	1.8707813109655	0.750594822385615	1.02152008375634	1.28301955048362	0.219230627669085	1.73983558366632	0.340533839580418	0.333995116165905	0	0.163658613925057	1.47292752532551	0.174859528431884	0.0351088002362127	0.440667700507927	0	0	0.905377240528905	1.18632886718381	1.8340212205865	0	1.1211254232223	1.42563895164291	0.30366215965432	0.0435823638627995	2.51952234388724	1.79676556940409	0.151484290622716	0.0351342966227247	0.305393190424316	0.760131085327741	1.45161952270746	0.231936029420944	0.289741636958747	0.0500194079294137	0.18561672718699	0	0	0	1.32619093068385	0	0.592978353786894	0.146570743956818	1.05084225058169	0	2.27922852998559	0.143694149758802	1.70693932943746	0.36093904090996	1.25825996938985	0.0330405505502536	1.38372041283601	0	8.8717370425414e-05	1.15640092716658	1.88516086521665	0.586385646776615	0	0.448740133664287	0	0.312357135086312	2.03684891205557	0.578790620618732	0.199145788817391	0.590010087930017	0	0.513751756945836	0	1.2302837644445	0	0	0	0	0	0	0.100184704181378	0.676544122592268	0.369134049279385	0.685399674091517	0	0.662770772072122	1.99269046078058	1.79818084212753	0.580817770216314	1.68447991102142	1.00935265094626	1.82027249567844	0.819693982210142	1.11007186673839	1.21191101125731	1.92474129003166	1.17356319700029	0.497088816073849	0.981214298036378	0	0	0.710832839374137	1.3792459867598	0	0.000837465883471667	0.613028113543881	0.593216357207295	0.827751899103405	0.00670481526990067	0.0041111629455137	0.384924450108527	1.76454886327625	0	0.429747708267336	6.20806719506729	0.0170380185072204	2.36345137492166	0	0.746207047586439	0.37078872607239	1.25780096397057	0.703858790877745	0.42574642746612	0.0701276364907112	1.66689006523336	0.0642574806021462	0.00297055328641095	0.627566515032283	1.27890981196177	0.0123392213435532	1.23650815186754	0	0.0115190837070998	1.44252549086898	0.773213265115252	0.887637208155929	0.842634493978847	1.73030580689203	1.56510624683813	0.0136022359509949	0	0	0	1.55061280479357	0	1.18161549847046	0.0486960446659513	0	4.50015647085434e-06	0.190121289334714	0.014338056390378	0	0	0.0789976130427318	0.221615991322684	0.107930726415129	0	0.0334144145822679	9.47875062966265e-05	0.00212770466230496	0	0	0.155036410505251	0	0.00205738443867194	0	0.0135233144568873	0	0	0.0101085675142836	0.00313451239637517	0	0.000470954993569487
MS03	1.16514127568911	0.926933661149687	1.83424895843346	0.756444250766558	0.995091522017629	1.19580752568337	0.230435419329694	1.81337703863519	0.351761172484487	0.345207893129145	0	0.150452050292386	1.35406845263148	0.254270024483642	0.0432698766226341	0.450234772850513	0	0	0.910732891220004	1.2259932040811	1.89697351897733	0	1.17528933775065	1.44768119454936	0.329859823543375	0.0652325099502444	2.5253911834297	1.80867242128301	0.152346936916711	0.0182299203704047	0.271169134053985	0.791182345935912	1.45238715450911	0.232733216303191	0.300268795422967	0.0321032889676193	0.186062621241351	0	0	0.168672409052149	1.33976118875036	0	0.651193912983695	0.166180000161846	1.06451365879978	0	2.34451750224029	0.0424743838119211	1.71698562670205	0.37007945742729	1.15223249609017	0.0356279660466939	1.61171032044506	0	0	1.12069923342151	1.7733495243448	0	0	0.603938898886026	0	0.417606580341491	2.06236065428106	0.520034526061506	0.212517527004981	0.564061333964591	0	0.483683060201322	0	1.27116181010998	0	0	0	0	0	0	0.116591935175513	0.659586438481146	0.271287344260925	0.723222626764556	0	0.692148780657163	1.91383044395011	1.89901973935687	0.587749127092528	1.69721664567399	1.12771940549658	1.77626837612944	0.799932188126126	1.16500541620956	1.25356514221295	1.93522362365159	1.21453573727363	0.746609183137281	1.11663984068553	0.00990780014225015	0	0.662197938310797	1.41662046939168	0	0.000884491628104651	0.663395850706657	0.592168086803964	0.794260265541392	0.000927653925000782	0.00697793448338703	0.404528852405115	1.79910039574392	0	0.411673579571131	5.52572465564847	0.0188080882828821	2.26369091437204	0	0.705246766507077	0.340635208901115	1.13968295135106	0.731034735491529	0.350928502370849	0.0650954269207617	1.73456953073777	0.0535861755225533	0	0.646440231884878	1.28835323568024	0	1.27989861418502	0	0.0114569061597945	1.51869378845595	0.790974789021607	0.90148678474389	0.862342342691725	1.77101786873889	1.60681410093185	0.0204787207664619	0	0.000167420104795223	0	1.56534231838527	0	1.04620620259818	0.0533279611821543	0	8.03173303275801e-05	0.213275332323025	0.021948703938124	0	0	0.0811818375985558	0.210737210354457	0.0993820878608675	0	0.0486084938702446	0.000319356269262564	0.000673809469934993	0	0	0.153762477947831	0	8.92823978583512e-05	0	0.0195339584698935	0	0	0.0113299142757992	0.00551566986867268	0	0.000346529565857712
MS04	1.18962159769566	0.901872202484	1.78613452393844	0.83344613206321	1.02900620066328	1.24480704185605	0.218330655131803	1.70557157637114	0.348493525957027	0.256723426346981	4.19719819419202e-05	0.142365871477212	1.28129284329491	0.256430365977067	0.0288148981804187	0.472896865200435	0	0	0.942157858690496	1.24358296342112	1.93659197253446	0	1.16766358500173	1.41540837736983	0.316531184918662	0.0470178536109778	2.49361688979031	1.8135481325687	0.137812217898604	0.0208041923291774	0.224335686521524	0.778589919530208	1.40839895042756	0.239020681091174	0.285872442002793	0.0424365038540637	0.167225893913567	0	0	0	1.37884292452484	0	0.656501577665911	0.156245174079731	1.06501328297131	0	2.36041632311809	0.0892684095930439	1.73212517380822	0.397372850642211	1.28477977961868	0.0456385888734853	1.52395541585145	0	0	1.13725566082121	1.86625067940856	0	0	0.393905166068588	0	0.548592991172637	2.10729705505484	0.527946343675682	0.206173612206902	0.580809449335791	0	0.530413462770225	0.000602920602137118	1.2028557071564	0	0	0	0	0	0	0.0750123900839054	0.687087856405822	0.293328467310707	0.655602808541079	0	0.644385429702779	1.86651538270801	1.94525557461358	0.558947060042622	1.72182964650445	1.10421488555175	1.84836920513342	0.93063168432382	1.22034802651589	1.29291420554825	1.99248417325769	1.24921243431323	0.754832997319674	1.22032522173903	0	0	0.702874557229054	1.44114546829749	0	0.00182772109599185	0.723289493930992	0.627157893005976	0.831657763566487	0.00152017379167274	0.000395735829738104	0	1.79786920191243	0	0.406110760037047	5.39492985807839	0.0368799410927264	2.46345889787826	0	0.689017852915576	0.337275036632463	1.08410766036596	0.612311393609779	0.318591730869734	0.0669102653236602	1.74103915002195	0.058126979621676	0.000799466322703238	0.656829631307922	1.29313325932067	0.00332086010969038	1.31039250727964	5.79613083959848e-05	0.0106768727397018	1.49679841628751	0.777413217049052	0.896400997599844	0.871646239581794	1.79417067061977	1.63106162996193	0.00214896547542631	0	9.5935958724389e-06	0	1.6361511704802	0	1.09080318858233	0.0505360737471493	0	1.76577779101411e-05	0.229007260621334	0.0370370362251376	0	0	0.0806795214975688	0.212960135036327	0.103802621243415	0	0.058055338426996	0	0.000359658094957205	0.000321785194888054	0	0.16455946394258	0	0.000274980310079212	0	0.0132276233400413	0	0	0.00795743269535818	0.00261483630529247	0	0.00025139008131529
MS05	1.22166916891513	0.896107594289313	1.88661043163732	0.829214943105491	1.16539907575329	1.33124868503761	0.270387579618458	1.55692711602386	0.388649312033508	0.305396806598531	0	0.177506281277683	1.59755653149915	0.265621055966541	0.0446223397375828	0.427748183608782	0	0	0.91483794665953	1.18682798332237	1.88376269891409	0	1.16016340682462	1.39785146710164	0.348018411370128	0.0648260844043265	2.47099432804385	1.79041671285858	0.151681163422582	0.0163138765540719	0.16066171923735	0.756498791344672	1.45828946400803	0.249068390393225	0.298405986554418	0.0476361919043198	0.183143465395881	0	0	0.163082868200457	1.30847877577518	0	0.697936264828761	0.166885343172936	1.07148069282994	0	2.26258927548486	0.205982542904175	1.69991570526851	0.406881544411699	1.23221771849168	0.0361229662350253	1.71257243845816	0	0.000172267650905496	1.22951832250312	1.85189200013458	0	0	0.505617581639863	0	0.442711342467747	1.94025196518812	0.521350423581782	0.237601675275612	0.565679147486608	0.262401991676115	0.513353262128942	0.00191994672177548	1.22830501822671	0.27395282478208	0	0	0	0	0	0.115398110099512	0.677436673782055	0.293110816613817	0.723084958652758	0	0.675002882713738	1.93638443810177	1.84038400461229	0.573969476382066	1.73988306971421	1.06862851634975	1.69321341315879	0.712178152936708	1.15642107995883	1.26051885416051	1.87567484008545	1.21787472850379	0.765997958260387	1.13619492108575	0.0168236912907611	0.0286426317286777	0.534097844174199	1.35885178803176	0	0.00149462740737069	0.664785691588868	0.604394260655955	0.817392360332568	0.00172703195532314	0.00258716758662732	0.406844446136849	1.75113801676522	0	0.382282728158279	5.78074008927656	0.0261330290513197	2.50770415963761	0	0.691818239552376	0.297757182848367	0.645058221520831	0.329209905705369	0.642960434011324	0.0673880378297138	1.66346311779452	0.0484406129860851	7.6683783107478e-05	0.626821121725054	1.08623239432028	0	1.29186266696343	6.44649385463963e-06	0.0175682789369426	1.42471868604532	0.745577402751684	0.882988278667779	0.843081529321718	1.71982645170601	1.5997995776597	0.0066254788604861	0	0	8.75089663525741e-07	1.5245531170409	0	0.98363263188454	0.044485212975934	0	0.000179776391281306	0.232453047127659	0.0286118418713754	0	0	0.0772813296574272	0.178780570732947	0.0926068595267543	0	0.0554880669239336	0.000270034247223758	0.000888912898065218	0	0.166080815322655	0.147075546544547	0	0.00041116398356444	0	0.024592034195943	0	0	0.012815530606195	0.00790353935870486	0	0.000674786245279771
MS06	1.13382654613147	0.877456035329976	1.81899814767279	0.707697559929895	1.09390754749749	1.31439747885198	0.276010022328167	1.36729797421333	0.426264407631149	0.408738990189276	4.14096012267982e-05	0.156010641948183	1.40409577753365	0.233723850393088	0.00389765571013836	0.388968376778387	0	0	0.953742567010744	1.22202222949549	1.84871330385074	0	1.22078560607561	1.53183996356304	0.337357795475368	0.0311930244121226	2.66343744257228	1.9128814133301	0.160962657677706	0.0133425678924289	0.183819980485839	0.828524826270777	1.51880874203023	0.269138506174254	0.307769874575202	0.0471257825801455	0.225152661562148	0	0	0.179847650945703	1.41405833983964	0	0.668596108639786	0.173478622739467	1.15796800316775	0	2.50445010559934	0.532913961388076	1.79500020460256	0.492179641784651	1.18257991928464	0.0417946352280234	0.817380805847672	0	3.15501723632748e-06	1.21432894887874	1.6159909768708	0	0	0.143844334592951	0	0.719540298155455	2.01467212382128	0.531374352414463	0.21418543701814	0.540666611716955	0	0.354144185442253	0	1.11209953347023	0	0	0.253808674344463	0	0	0	0.0912675708916206	0.699164559147345	0.187163366592163	0.675115268171588	0	0.702472475211405	2.1251492009222	1.90661280423375	0.495489311466603	1.68454257790615	1.04951344928011	1.96180199343367	0.763246862355904	1.30197666420428	1.27985826250011	2.02638844306086	1.34195973227521	0.491354733468845	1.17950960900274	0.0387437694129633	0	0.601608479082083	1.473858870132	0	0.00103312895296035	0.658118651337382	0.601285122079875	0.786423885178545	0.00330093678350763	0.00110977731287819	0.505322836111995	1.91777152835178	0	0.35826681491479	5.31386996146038	0.0129545796477916	2.61735071472547	0	0.78581944430287	0.286570606523413	0.528522505031512	0.22117654140361	0.764754753027944	0.0798295773769284	1.80596810495239	0.0375827350208176	0.000441702413085848	0.660153170429235	0.931928265612447	0.00183476386974121	1.35604416121284	0	0.0267183949248908	1.52234398575367	0.745183576474167	0.938921824052629	0.897727625054688	1.7374304404817	1.69507626024488	0.00108217091206033	1.48332899916889e-05	3.21238118607888e-05	0	1.62622212373035	0.000702306836806498	0.9265235145764	0.0385246283172122	0	8.12988499447864e-05	0.228934676204118	0.0114681975960141	0	0	0.0603041014887193	0.175606082412095	0.0900517396967903	0	0.0407945306165762	3.29339518528921e-05	0.00123676675664037	0	0.145491674259279	0.157124748645824	0	0.000972457732035778	0	0.0352134979321217	3.20590461110696e-05	0	0.00324453073817354	0.0158166272419157	0	0
MS07	1.11883776022903	0.867311371594616	1.82832104309355	0.897099709868197	1.13203513058552	1.36149979474148	0.210170953569788	1.79966574289468	0.35340752223969	0.248854822470625	0.00359337870953672	0.179619249252704	1.61657324327434	0.240180748492347	0.042656358570523	0.459917884466604	0	0	0.865029304878489	1.13041717253463	1.84268162783701	0	1.09745759643354	1.33116238980144	0.306354310244251	0	2.31751484716576	1.72359841194408	0.163335214596306	0.0210213795263044	0.17337687231868	0.814565258288328	1.3431602920549	0.247645622015987	0.29903920364965	0.0529051664423402	0.162284751665619	0	0	0.141312537717719	1.32239789687173	0.485167555452063	0.623766853053488	0.215845344895231	1.03047627736267	0	2.04888446040682	0.159994559626792	1.59133487222541	0.43608943820215	1.25810179866907	0.054782276960793	2.21994196837548	0	0	1.1826475196089	1.86707323746624	0	0	0.761433656657408	0	0.483724382314484	1.86579500464757	0.528870227317449	0.1831160991355	0.562266427405899	0	0.61390655342921	0	1.21313365505588	0.289236381286792	0	0	0	0	0.259993025343026	0.0923731346602067	0.737235150591466	0.258445088759069	0.648630416900311	0	0.635477105519941	1.79629701104852	1.78131572359731	0.541282713529257	1.60845104128552	1.07013718172203	1.81466180690475	0.901137131905792	1.12742776055306	1.11241234913185	1.83632600264713	1.56760308889262	0.551365063227935	1.11342428767165	0.0709919305407534	0	0.690371549073943	1.29278982030485	0	0.00650029123422636	0.640608049423212	0.629395078851109	0.848560354647297	0.00410782668732654	0.0021286491022208	0.369595427149953	1.60439013517012	0	0.387202503709521	5.47295350799683	0.0337916200446677	2.50942906319858	0	0.68917785179733	0.375248743949119	1.18200569436366	0.675217533869722	0.349667029144818	0.0545180016814109	1.53225908615024	0.0614731377474489	0	0.598425319714203	1.17873302931085	0	1.19491670845455	0	0.00316622294516021	1.44795621743207	0.757816654186094	0.82350614222017	0.771853335888589	1.68347573525046	1.5107791243228	0.00464150453757556	0	0.000130253496657377	0	1.46045439925569	0	1.12166939968991	0.047242836827269	0	5.29045864758108e-06	0.229210810263264	0.0288681999519186	0	0	0.0847408029611717	0.222811160857649	0.107041302457517	0	0.0567124686828744	0.00124082138675175	0.000364516207949233	0	0.144518227899612	0.16119406366269	0	0.000312478593444977	0	0.00526985782204317	0	0	0.0181524095845364	0.0067266528435666	0	0.00109296350924655
MS08	1.15272517287711	0.947263136294175	1.79313343937561	0.918100146848389	1.04971677442722	1.30394316008443	0.432940815950936	1.23735101200354	0.451016826520144	0.288780698236795	0	0.215720733244054	1.94148659919648	0.554389106649345	0.0513747955665349	0.435080302608888	0	0	0.920698064375798	1.13237437761294	1.67904011173293	0.396719960828036	1.13706786174312	1.45271145979685	0.384214088570071	0	2.33070946667239	1.61993019206788	0.17132001783594	0.0174851449151704	0.13273578422659	0.777310125759501	1.2262746152552	0.312202177269882	0.318131372385	0.0300608974537227	0.185095228386875	0	0	0.210754679410906	1.26065926987429	0	0.751479034081867	0.234205893640957	1.29817595433907	0	1.9814443404807	0.399757482181604	1.59999524233035	0.688027356205001	1.11970767380974	0.0387424490192213	1.90492476638596	0	0	1.22528148157179	1.67839868232182	0	0.248610187024399	0.840072681140153	0	1.03249348001327	1.70929572228631	0.488582623808314	0.240835088452663	0.587900845554006	0.278239066956286	0.535471180169912	0	1.10282732506029	0.327430090120841	0	0	0	0	0.234593725796185	0.133601149793171	0.787012433066487	0.34479111158821	0.683642209726357	0	0.733977643540446	2.13386662152172	1.66197010971333	0.497798614313477	1.52357725106114	1.04039264873288	1.58306948543029	0.840111933604442	1.16030288011846	1.21730937688093	1.74623416609037	1.50404197821892	0.94516558275632	1.3145573826116	0.109915505068679	0	0.733023076182074	1.20199712888849	0	2.48884590679091e-05	0.572462381450587	0.73770735465849	0.958365534292801	0.0807088249487377	0.00118649225492758	0.516137597423178	1.55416006885699	0	0.351175411329659	4.03310817116972	0.178919952939266	2.14748874421418	0	0.83900150494127	0.410655435785946	0.899655592684631	0.630412163555434	0.666504898965105	0.072119604674493	1.43046809906199	0.037141152081287	0.000267915192594816	0.620945239369128	0.771530451103125	0	1.19765484615967	0	0.0217811336151914	1.36321964300819	0.785667997841543	0.846141874485941	0.78473335526723	1.56227025483205	1.44736742383057	0.00944203908755006	0	0.000616168179305283	0	1.40990343248315	0	0.958426077841549	0.0260899849760428	0	5.61764751659023e-06	0.29101872823142	0.0300292663718229	0	0	0	0.192037754095192	0.0810826891290339	0	0.0482260158071876	0.000832530364792608	0.0628708347401788	0.0357158754248874	0.218031733588208	0.138404683027834	0.00741999080870744	0.0349578665415945	0.0142774597747836	0	0	0	0.00543892416062064	0.00482004155041299	0	0
